country,state,city,station,last_update,latitude,longitude,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,CO_AQI,NH3_AQI,NO2_AQI,OZONE_AQI,PM10_AQI,PM2.5_AQI,SO2_AQI,Overall_AQI,AQI_Category,Air_Quality_Index,PM_Ratio,CO_Level,NH3_Level,NO2_Level,OZONE_Level,PM10_Level,PM2.5_Level,SO2_Level,Region,Dominant_Pollutant
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",04-09-2025 08:00:00,12.938539,77.5901,10.0,2.0,15.0,4.0,28.0,12.0,9.0,50,0,19,4,28,20,11,50,Good,22.333333333333332,0.41379310344827586,High,Low,Low,Low,Low,Low,Low,South,CO
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",04-09-2025 08:00:00,12.920984,77.584908,12.0,1.0,28.0,26.0,20.0,22.0,5.0,56,0,35,26,20,37,6,56,Satisfactory,30.666666666666668,1.0476190476190477,High,Low,Low,Low,Low,Low,Low,South,CO
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",04-09-2025 08:00:00,12.7816279,77.6299145,27.0,5.0,28.0,21.0,55.0,38.0,17.0,167,1,35,21,55,63,21,167,Moderate,51.0,0.6785714285714286,High,Low,Low,Low,Medium,Medium,Low,South,CO
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",04-09-2025 08:00:00,13.0270199,77.494094,22.0,2.0,21.0,28.0,63.0,31.0,5.0,112,0,26,28,63,51,6,112,Moderate,46.666666666666664,0.484375,High,Low,Low,Low,Medium,Medium,Low,South,CO
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",04-09-2025 08:00:00,12.921418,77.502466,36.0,5.0,31.0,21.0,78.0,30.0,6.0,256,1,39,21,78,50,8,256,Poor,55.666666666666664,0.379746835443038,High,Low,Low,Low,Medium,Medium,Low,South,CO
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",04-09-2025 08:00:00,12.990328,77.5431385,24.0,3.0,19.0,15.0,39.0,30.0,7.0,134,1,24,15,39,50,9,134,Moderate,37.666666666666664,0.75,High,Low,Low,Low,Low,Medium,Low,South,CO
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",04-09-2025 08:00:00,13.0246342,77.5080115,26.0,4.0,25.0,24.0,58.0,42.0,7.0,156,1,31,24,58,70,9,156,Moderate,53.0,0.711864406779661,High,Low,Low,Low,Medium,Medium,Low,South,CO
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",04-09-2025 08:00:00,12.917348,77.622813,32.0,2.0,11.0,20.0,31.0,24.0,10.0,212,0,14,20,31,40,12,212,Poor,28.333333333333332,0.75,High,Low,Low,Low,Low,Low,Low,South,CO
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",04-09-2025 08:00:00,11.55358,76.55521,27.0,2.0,23.0,15.0,42.0,30.0,4.0,167,0,29,15,42,50,5,167,Moderate,40.333333333333336,0.6976744186046512,High,Low,Low,Low,Low,Medium,Low,South,CO
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",04-09-2025 08:00:00,13.428828,77.731418,9.0,2.0,16.0,20.0,19.0,12.0,15.0,45,0,20,20,19,20,19,45,Good,19.666666666666668,0.6,High,Low,Low,Low,Low,Low,Low,South,CO
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",04-09-2025 08:00:00,13.328028,75.797056,11.0,3.0,19.0,18.0,22.0,12.0,3.0,51,1,24,18,22,20,4,51,Satisfactory,22.0,0.5217391304347826,High,Low,Low,Low,Low,Low,Low,South,CO
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",04-09-2025 08:00:00,14.4758,75.9052,7.0,2.0,15.0,24.0,28.0,18.0,3.0,35,0,19,24,28,30,4,35,Good,25.666666666666668,0.6206896551724138,High,Low,Low,Low,Low,Low,Low,South,CO
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",04-09-2025 08:00:00,14.7918,75.3896,24.0,3.0,15.0,20.0,43.0,30.0,9.0,134,1,19,20,43,50,11,134,Moderate,37.333333333333336,0.6818181818181818,High,Low,Low,Low,Low,Medium,Low,South,CO
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",04-09-2025 08:00:00,15.3714823,75.1160168,12.0,2.0,10.0,12.0,39.0,27.0,1.0,56,0,12,12,39,45,1,56,Satisfactory,32.0,0.675,High,Low,Low,Low,Low,Medium,Low,South,CO
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",04-09-2025 08:00:00,17.321993,76.822628,33.0,1.0,12.0,20.0,58.0,48.0,51.0,223,0,15,20,58,80,64,223,Poor,51.0,0.8135593220338984,High,Low,Low,Low,Medium,Medium,Medium,South,CO
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",04-09-2025 08:00:00,17.336318,76.847397,31.0,3.0,13.0,12.0,48.0,36.0,5.0,201,1,16,12,48,59,6,201,Poor,41.0,0.7346938775510204,High,Low,Low,Low,Low,Medium,Low,South,CO
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",04-09-2025 08:00:00,14.816666,74.141003,8.0,1.0,6.0,15.0,11.0,8.0,20.0,40,0,8,15,11,13,25,40,Good,10.666666666666666,0.6666666666666666,High,Low,Low,Low,Low,Low,Low,South,CO
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",04-09-2025 08:00:00,15.34763,76.181767,22.0,3.0,15.0,5.0,43.0,30.0,9.0,112,1,19,5,43,50,11,112,Moderate,37.333333333333336,0.6818181818181818,High,Low,Low,Low,Low,Medium,Low,South,CO
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",04-09-2025 08:00:00,12.415911,75.73505,2.0,3.0,15.0,4.0,16.0,6.0,7.0,10,1,19,4,16,10,9,19,Good,15.0,0.35294117647058826,Medium,Low,Low,Low,Low,Low,Low,South,NO2
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",04-09-2025 08:00:00,12.88925,74.853,22.0,4.0,22.0,25.0,23.0,21.0,7.0,112,1,28,25,23,35,9,112,Moderate,28.666666666666668,0.875,High,Low,Low,Low,Low,Low,Low,South,CO
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",04-09-2025 08:00:00,12.21041,76.37376,8.0,5.0,21.0,10.0,32.0,18.0,9.0,40,1,26,10,32,30,11,40,Good,29.333333333333332,0.5454545454545454,High,Low,Low,Low,Low,Low,Low,South,CO
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",04-09-2025 08:00:00,13.94,75.555917,13.0,3.0,13.0,14.0,36.0,26.0,6.0,62,1,16,14,36,43,8,62,Satisfactory,31.666666666666668,0.7027027027027027,High,Low,Low,Low,Low,Medium,Low,South,CO
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",04-09-2025 08:00:00,16.802639,75.722694,36.0,1.0,9.0,16.0,44.0,37.0,9.0,256,0,11,16,44,61,11,256,Poor,38.666666666666664,0.8222222222222222,High,Low,Low,Low,Low,Medium,Low,South,CO
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",04-09-2025 08:00:00,16.7602,77.1428,17.0,2.0,32.0,19.0,29.0,10.0,16.0,84,0,40,19,29,17,20,84,Satisfactory,28.666666666666668,0.3333333333333333,High,Low,Low,Low,Low,Low,Low,South,CO
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",04-09-2025 08:00:00,10.073232,76.302765,54.0,3.0,8.0,12.0,53.0,63.0,1.0,417,1,10,12,53,108,1,417,Severe,57.0,1.1666666666666667,High,Low,Low,Low,Medium,High,Low,South,CO
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",04-09-2025 08:00:00,11.875,75.3732,18.0,2.0,16.0,29.0,59.0,56.0,7.0,89,0,20,29,59,93,9,93,Satisfactory,57.333333333333336,0.9333333333333333,High,Low,Low,Low,Medium,High,Low,South,PM2.5
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",04-09-2025 08:00:00,8.8787,76.6073,16.0,1.0,9.0,30.0,60.0,24.0,3.0,78,0,11,30,60,40,4,78,Satisfactory,37.0,0.39344262295081966,High,Low,Low,Low,Medium,Low,Low,South,CO
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",04-09-2025 08:00:00,8.5637,76.8865,44.0,1.0,6.0,36.0,58.0,39.0,3.0,334,0,8,36,58,65,4,334,Very Poor,43.666666666666664,0.6610169491525424,High,Low,Low,Low,Medium,Medium,Low,South,CO
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",04-09-2025 08:00:00,8.5149093,76.9435879,8.0,8.0,75.0,14.0,21.0,25.0,17.0,40,2,94,14,21,42,21,94,Satisfactory,52.333333333333336,1.1363636363636365,High,Low,Medium,Low,Low,Low,Low,South,NO2
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",04-09-2025 08:00:00,10.5324,76.2159,35.0,3.0,10.0,30.0,54.0,54.0,1.0,245,1,12,30,54,90,1,245,Poor,52.0,0.9818181818181818,High,Low,Low,Low,Medium,High,Low,South,CO
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",04-09-2025 08:00:00,23.264759,77.381568,21.0,3.0,14.0,27.0,17.0,18.0,10.0,101,1,18,27,17,30,12,101,Moderate,21.666666666666668,1.0,High,Low,Low,Low,Low,Low,Low,,CO
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",04-09-2025 08:00:00,23.210494,77.425409,17.0,4.0,14.0,40.0,30.0,27.0,13.0,84,1,18,40,30,45,16,84,Satisfactory,31.0,0.8709677419354839,High,Low,Low,Low,Low,Medium,Low,,CO
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",04-09-2025 08:00:00,23.233584,77.400574,19.0,5.0,23.0,26.0,28.0,27.0,16.0,95,1,29,26,28,45,20,95,Satisfactory,34.0,0.9310344827586207,High,Low,Low,Low,Low,Medium,Low,,CO
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",04-09-2025 08:00:00,23.81748678,79.446246,25.0,3.0,15.0,15.0,25.0,13.0,17.0,145,1,19,15,25,22,21,145,Moderate,22.0,0.5,High,Low,Low,Low,Low,Low,Low,,CO
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",04-09-2025 08:00:00,22.9682591,76.064118,11.0,3.0,43.0,30.0,25.0,19.0,30.0,51,1,54,30,25,32,38,54,Satisfactory,37.0,0.7307692307692307,High,Low,Medium,Low,Low,Low,Low,,NO2
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",04-09-2025 08:00:00,26.203442,78.193251,35.0,2.0,7.0,31.0,33.0,14.0,29.0,245,0,9,31,33,23,36,245,Poor,21.666666666666668,0.4117647058823529,High,Low,Low,Low,Low,Low,Low,,CO
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",04-09-2025 08:00:00,26.259242,78.216432,37.0,3.0,12.0,32.0,23.0,20.0,6.0,267,1,15,32,23,33,8,267,Poor,23.666666666666668,0.8333333333333334,High,Low,Low,Low,Low,Low,Low,,CO
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",04-09-2025 08:00:00,26.200388,78.147714,18.0,1.0,15.0,18.0,47.0,20.0,7.0,89,0,19,18,47,33,9,89,Satisfactory,33.0,0.4166666666666667,High,Low,Low,Low,Low,Low,Low,,CO
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",04-09-2025 08:00:00,22.7289,75.8076,4.0,3.0,15.0,2.0,15.0,8.0,18.0,20,1,19,2,15,13,22,22,Good,15.666666666666666,0.5,High,Low,Low,Low,Low,Low,Low,,SO2
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",04-09-2025 08:00:00,22.431,75.5213,29.0,4.0,62.0,32.0,36.0,32.0,11.0,189,1,77,32,36,53,14,189,Moderate,55.333333333333336,0.8648648648648649,High,Low,Medium,Low,Low,Medium,Low,,CO
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",04-09-2025 08:00:00,22.7524,75.8872,22.0,3.0,2.0,8.0,16.0,30.0,36.0,112,1,2,8,16,50,45,112,Moderate,22.666666666666668,1.7647058823529411,High,Low,Low,Low,Low,Medium,Low,,CO
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",04-09-2025 08:00:00,22.678,75.8559,18.0,3.0,15.0,6.0,12.0,10.0,53.0,89,1,19,6,12,17,66,89,Satisfactory,16.0,0.7692307692307693,High,Low,Low,Low,Low,Low,Medium,,CO
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",04-09-2025 08:00:00,22.7084,75.8815,13.0,3.0,15.0,10.0,17.0,16.0,35.0,62,1,19,10,17,27,44,62,Satisfactory,21.0,0.8888888888888888,High,Low,Low,Low,Low,Low,Low,,CO
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",04-09-2025 08:00:00,23.163174,79.973061,27.0,1.0,36.0,7.0,24.0,22.0,9.0,167,0,45,7,24,37,11,167,Moderate,35.333333333333336,0.88,High,Low,Low,Low,Low,Low,Low,,CO
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",04-09-2025 08:00:00,23.142888,79.916147,44.0,7.0,15.0,12.0,28.0,28.0,9.0,334,2,19,12,28,47,11,334,Very Poor,31.333333333333332,0.9655172413793104,High,Low,Low,Low,Low,Medium,Low,,CO
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",04-09-2025 08:00:00,23.50016,80.23284,31.0,3.0,30.0,20.0,31.0,15.0,19.0,201,1,38,20,31,25,24,201,Poor,31.333333333333332,0.46875,High,Low,Low,Low,Low,Low,Low,,CO
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",04-09-2025 08:00:00,22.624758,75.675238,19.0,3.0,8.0,41.0,39.0,39.0,11.0,95,1,10,41,39,65,14,95,Satisfactory,38.0,0.975,High,Low,Low,Low,Low,Medium,Low,,CO
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",04-09-2025 08:00:00,23.331731,75.045981,22.0,3.0,35.0,15.0,48.0,30.0,27.0,112,1,44,15,48,50,34,112,Moderate,47.333333333333336,0.6122448979591837,High,Low,Low,Low,Low,Medium,Low,,CO
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",04-09-2025 08:00:00,23.838586,78.759431,33.0,1.0,3.0,28.0,61.0,28.0,9.0,223,0,4,28,61,47,11,223,Poor,37.333333333333336,0.45161290322580644,High,Low,Low,Low,Medium,Medium,Low,,CO
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",04-09-2025 08:00:00,24.58434363,80.8549414,16.0,3.0,50.0,15.0,59.0,49.0,19.0,78,1,62,15,59,81,24,81,Satisfactory,67.33333333333333,0.8166666666666667,High,Low,Medium,Low,Medium,Medium,Low,,PM2.5
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",04-09-2025 08:00:00,24.10897,82.64558,15.0,5.0,26.0,11.0,58.0,74.0,49.0,73,1,32,11,58,145,61,145,Moderate,78.33333333333333,1.2542372881355932,High,Low,Low,Low,Medium,High,Medium,,PM2.5
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",04-09-2025 08:00:00,19.10122,74.73339,50.0,6.0,22.0,12.0,48.0,18.0,4.0,400,2,28,12,48,30,5,400,Very Poor,35.333333333333336,0.3673469387755102,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",04-09-2025 08:00:00,20.719516,77.000253,12.0,7.0,20.0,11.0,37.0,27.0,12.0,56,2,25,11,37,45,15,56,Satisfactory,35.666666666666664,0.7105263157894737,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",04-09-2025 08:00:00,20.9402359,77.7895248,10.0,3.0,6.0,24.0,36.0,36.0,10.0,50,1,8,24,36,59,12,59,Satisfactory,34.333333333333336,0.972972972972973,High,Low,Low,Low,Low,Medium,Low,West,PM2.5
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",04-09-2025 08:00:00,20.939198,77.765701,29.0,1.0,6.0,28.0,36.0,25.0,7.0,189,0,8,28,36,42,9,189,Moderate,28.666666666666668,0.6756756756756757,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",04-09-2025 08:00:00,19.87562,75.38731,10.0,2.0,14.0,22.0,22.0,26.0,11.0,50,0,18,22,22,43,14,50,Good,27.666666666666668,1.1304347826086956,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",04-09-2025 08:00:00,19.8389439,75.244448,10.0,11.0,19.0,14.0,15.0,30.0,11.0,50,3,24,14,15,50,14,50,Good,29.666666666666668,1.875,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",04-09-2025 08:00:00,19.863756,75.321188,14.0,3.0,23.0,14.0,54.0,37.0,16.0,67,1,29,14,54,61,20,67,Satisfactory,48.0,0.6727272727272727,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",04-09-2025 08:00:00,19.16485,73.23409,33.0,7.0,40.0,15.0,60.0,44.0,11.0,223,2,50,15,60,73,14,223,Poor,61.0,0.7213114754098361,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",04-09-2025 08:00:00,19.0243902,73.0406721,12.0,1.0,12.0,14.0,52.0,36.0,3.0,56,0,15,14,52,59,4,59,Satisfactory,42.0,0.6792452830188679,High,Low,Low,Low,Medium,Medium,Low,West,PM2.5
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",04-09-2025 08:00:00,19.309073,73.057223,23.0,8.0,37.0,16.0,59.0,40.0,11.0,123,2,46,16,59,66,14,123,Moderate,57.0,0.6666666666666666,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",04-09-2025 08:00:00,19.786089,72.757971,46.0,9.0,15.0,31.0,96.0,52.0,11.0,356,2,19,31,96,86,14,356,Very Poor,67.0,0.5360824742268041,High,Low,Low,Low,Medium,High,Low,West,CO
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",04-09-2025 08:00:00,19.9629,79.298714,31.0,2.0,22.0,19.0,42.0,48.0,28.0,201,0,28,19,42,80,35,201,Poor,50.0,1.1162790697674418,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",04-09-2025 08:00:00,19.9775302,79.2337086,40.0,3.0,11.0,7.0,46.0,30.0,9.0,300,1,14,7,46,50,11,300,Poor,36.666666666666664,0.6382978723404256,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",04-09-2025 08:00:00,20.918946,74.776388,9.0,3.0,8.0,17.0,81.0,50.0,9.0,45,1,10,17,81,83,11,83,Satisfactory,58.0,0.6097560975609756,High,Low,Low,Low,Medium,Medium,Low,West,PM2.5
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",04-09-2025 08:00:00,21.001264,75.565602,7.0,3.0,5.0,15.0,36.0,40.0,7.0,35,1,6,15,36,66,9,66,Satisfactory,36.0,1.0810810810810811,High,Low,Low,Low,Low,Medium,Low,West,PM2.5
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",04-09-2025 08:00:00,16.6870449,74.2505872,8.0,7.0,9.0,13.0,15.0,16.0,2.0,40,2,11,13,15,27,2,40,Good,17.666666666666668,1.0,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",04-09-2025 08:00:00,16.7143745,74.2426398,8.0,5.0,6.0,11.0,25.0,14.0,2.0,40,1,8,11,25,23,2,40,Good,18.666666666666668,0.5384615384615384,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",04-09-2025 08:00:00,18.39963,76.57452,10.0,3.0,9.0,26.0,34.0,30.0,4.0,50,1,11,26,34,50,5,50,Good,31.666666666666668,0.8571428571428571,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",04-09-2025 08:00:00,18.1023399,73.4783687,29.0,5.0,15.0,27.0,40.0,30.0,9.0,189,1,19,27,40,50,11,189,Moderate,36.333333333333336,0.7317073170731707,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",04-09-2025 08:00:00,20.555712,74.529236,30.0,4.0,10.0,16.0,66.0,69.0,7.0,200,1,12,16,66,128,9,200,Moderate,68.66666666666667,1.0298507462686568,High,Low,Low,Low,Medium,High,Low,West,CO
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",04-09-2025 08:00:00,19.296481,72.840923,29.0,2.0,15.0,24.0,45.0,25.0,3.0,189,0,19,24,45,42,4,189,Moderate,35.333333333333336,0.5434782608695652,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",04-09-2025 08:00:00,19.053536,72.84643,60.0,9.0,12.0,2.0,85.0,17.0,4.0,450,2,15,2,85,28,5,450,Severe,42.666666666666664,0.19767441860465115,High,Low,Low,Low,Medium,Low,Low,West,CO
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",04-09-2025 08:00:00,19.065931,72.862131,8.0,4.0,15.0,12.0,56.0,38.0,3.0,40,1,19,12,56,63,4,63,Satisfactory,46.0,0.6666666666666666,High,Low,Low,Low,Medium,Medium,Low,West,PM2.5
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",04-09-2025 08:00:00,19.23241,72.86895,48.0,2.0,42.0,7.0,89.0,42.0,9.0,378,0,52,7,89,70,11,378,Very Poor,70.33333333333333,0.4666666666666667,High,Low,Medium,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",04-09-2025 08:00:00,19.2243333,72.8658113,3.0,1.0,3.0,10.0,44.0,22.0,5.0,15,0,4,10,44,37,6,44,Good,28.333333333333332,0.4888888888888889,High,Low,Low,Low,Low,Low,Low,West,PM10
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",04-09-2025 08:00:00,18.9767,72.838,15.0,2.0,15.0,23.0,47.0,33.0,3.0,73,0,19,23,47,54,4,73,Satisfactory,40.0,0.6875,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",04-09-2025 08:00:00,19.11074,72.86084,17.0,3.0,6.0,9.0,70.0,26.0,11.0,84,1,8,9,70,43,14,84,Satisfactory,40.333333333333336,0.36619718309859156,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",04-09-2025 08:00:00,19.0364585,72.8954371,32.0,19.0,35.0,13.0,64.0,36.0,4.0,212,5,44,13,64,59,5,212,Poor,55.666666666666664,0.5538461538461539,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",04-09-2025 08:00:00,19.10078,72.87462,24.0,1.0,30.0,7.0,68.0,37.0,20.0,134,0,38,7,68,61,25,134,Moderate,55.666666666666664,0.5362318840579711,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",04-09-2025 08:00:00,18.91,72.82,22.0,3.0,23.0,11.0,43.0,33.0,9.0,112,1,29,11,43,54,11,112,Moderate,42.0,0.75,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM",04-09-2025 08:00:00,19.04946,72.923,15.0,7.0,13.0,2.0,83.0,15.0,5.0,73,2,16,2,83,25,6,83,Satisfactory,41.333333333333336,0.17857142857142858,High,Low,Low,Low,Medium,Low,Low,West,PM10
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",04-09-2025 08:00:00,19.083694,72.920967,12.0,1.0,12.0,6.0,34.0,18.0,9.0,56,0,15,6,34,30,11,56,Satisfactory,26.333333333333332,0.5142857142857142,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",04-09-2025 08:00:00,19.2058,72.8682,15.0,1.0,8.0,15.0,62.0,30.0,9.0,73,0,10,15,62,50,11,73,Satisfactory,40.666666666666664,0.47619047619047616,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",04-09-2025 08:00:00,19.215859,72.831718,7.0,3.0,6.0,18.0,23.0,16.0,2.0,35,1,8,18,23,27,2,35,Good,19.333333333333332,0.6666666666666666,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",04-09-2025 08:00:00,19.0632143,72.8456324,20.0,2.0,15.0,8.0,52.0,26.0,3.0,100,0,19,8,52,43,4,100,Satisfactory,38.0,0.49056603773584906,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",04-09-2025 08:00:00,19.1653323,72.922099,14.0,4.0,5.0,14.0,41.0,30.0,5.0,67,1,6,14,41,50,6,67,Satisfactory,32.333333333333336,0.7142857142857143,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",04-09-2025 08:00:00,19.0863,72.8888,4.0,1.0,3.0,28.0,83.0,66.0,37.0,20,0,4,28,83,118,46,118,Moderate,68.33333333333333,0.7857142857142857,High,Low,Low,Low,Medium,High,Low,West,PM2.5
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",04-09-2025 08:00:00,19.19709,72.82204,5.0,3.0,15.0,15.0,62.0,13.0,4.0,25,1,19,15,62,22,5,62,Satisfactory,34.333333333333336,0.20634920634920634,High,Low,Low,Low,Medium,Low,Low,West,PM10
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",04-09-2025 08:00:00,18.96702,72.84214,33.0,7.0,27.0,13.0,59.0,28.0,2.0,223,2,34,13,59,47,2,223,Poor,46.666666666666664,0.4666666666666667,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",04-09-2025 08:00:00,19.1878657,72.8304069,30.0,6.0,16.0,30.0,36.0,33.0,6.0,200,2,20,30,36,54,8,200,Moderate,36.666666666666664,0.8918918918918919,High,Low,Low,Low,Low,Medium,Low,West,CO
