country,state,city,station,last_update,latitude,longitude,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,CO_AQI,NH3_AQI,NO2_AQI,OZONE_AQI,PM10_AQI,PM2.5_AQI,SO2_AQI,Overall_AQI,AQI_Category,Air_Quality_Index,PM_Ratio,CO_Level,NH3_Level,NO2_Level,OZONE_Level,PM10_Level,PM2.5_Level,SO2_Level,Region,Dominant_Pollutant
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",04-09-2025 08:00:00,19.175,72.9419,22.0,4.0,12.0,15.0,43.0,35.0,9.0,112,1,15,15,43,58,11,112,Moderate,38.666666666666664,0.7954545454545454,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",04-09-2025 08:00:00,18.897756,72.81332,24.0,2.0,10.0,16.0,80.0,55.0,9.0,134,0,12,16,80,92,11,134,Moderate,61.333333333333336,0.6790123456790124,High,Low,Low,Low,Medium,High,Low,West,CO
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",04-09-2025 08:00:00,19.000084,72.85673,12.0,5.0,15.0,5.0,49.0,25.0,9.0,56,1,19,5,49,42,11,56,Satisfactory,36.666666666666664,0.5,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",04-09-2025 08:00:00,19.060498,72.923356,12.0,3.0,32.0,4.0,86.0,32.0,12.0,56,1,40,4,86,53,15,86,Satisfactory,59.666666666666664,0.367816091954023,High,Low,Low,Low,Medium,Medium,Low,West,PM10
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",04-09-2025 08:00:00,19.000083,72.813993,52.0,5.0,18.0,25.0,49.0,20.0,9.0,406,1,22,25,49,33,11,406,Severe,34.666666666666664,0.4,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB",04-09-2025 08:00:00,18.9936162,72.8128113,11.0,1.0,8.0,20.0,72.0,60.0,20.0,51,0,10,20,72,100,25,100,Satisfactory,60.666666666666664,0.821917808219178,High,Low,Low,Low,Medium,High,Low,West,PM2.5
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",04-09-2025 08:00:00,21.121801,79.04952,9.0,4.0,8.0,8.0,33.0,32.0,12.0,45,1,10,8,33,53,15,53,Satisfactory,32.0,0.9411764705882353,High,Low,Low,Low,Low,Medium,Low,West,PM2.5
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",04-09-2025 08:00:00,21.14472,79.107595,54.0,4.0,18.0,9.0,48.0,36.0,34.0,417,1,22,9,48,59,42,417,Severe,43.0,0.7346938775510204,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",04-09-2025 08:00:00,21.152875,79.0517531,15.0,2.0,16.0,5.0,33.0,23.0,6.0,73,0,20,5,33,38,8,73,Satisfactory,30.333333333333332,0.6764705882352942,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",04-09-2025 08:00:00,21.143383,79.048912,8.0,3.0,8.0,8.0,32.0,31.0,11.0,40,1,10,8,32,51,14,51,Satisfactory,31.0,0.9393939393939394,High,Low,Low,Low,Low,Medium,Low,West,PM2.5
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",04-09-2025 08:00:00,19.173852,77.296291,21.0,4.0,15.0,45.0,65.0,34.0,6.0,101,1,19,45,65,56,8,101,Moderate,46.666666666666664,0.5151515151515151,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",04-09-2025 08:00:00,20.0073285,73.7762427,12.0,2.0,5.0,16.0,54.0,44.0,9.0,56,0,6,16,54,73,11,73,Satisfactory,44.333333333333336,0.8,High,Low,Low,Low,Medium,Medium,Low,West,PM2.5
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",04-09-2025 08:00:00,20.021503,73.813844,6.0,2.0,3.0,17.0,62.0,35.0,2.0,30,0,4,17,62,58,2,62,Satisfactory,41.333333333333336,0.5555555555555556,High,Low,Low,Low,Medium,Medium,Low,West,PM10
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",04-09-2025 08:00:00,19.95022,73.73148,13.0,2.0,9.0,21.0,77.0,43.0,4.0,62,0,11,21,77,71,5,77,Satisfactory,53.0,0.5512820512820513,High,Low,Low,Low,Medium,Medium,Low,West,PM10
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",04-09-2025 08:00:00,19.9591346,73.7788008,9.0,2.0,4.0,18.0,47.0,31.0,4.0,45,0,5,18,47,51,5,51,Satisfactory,34.333333333333336,0.6458333333333334,High,Low,Low,Low,Low,Medium,Low,West,PM2.5
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",04-09-2025 08:00:00,19.090337,73.014232,33.0,3.0,11.0,7.0,30.0,22.0,10.0,223,1,14,7,30,37,12,223,Poor,27.0,0.7096774193548387,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",04-09-2025 08:00:00,19.1135051,73.008978,33.0,3.0,35.0,10.0,59.0,11.0,26.0,223,1,44,10,59,18,32,223,Poor,40.333333333333336,0.18333333333333332,High,Low,Low,Low,Medium,Low,Low,West,CO
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",04-09-2025 08:00:00,19.008751,73.01662,22.0,3.0,27.0,15.0,43.0,32.0,9.0,112,1,34,15,43,53,11,112,Moderate,43.333333333333336,0.7272727272727273,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",04-09-2025 08:00:00,19.0575752,73.0151367,20.0,8.0,9.0,12.0,52.0,21.0,9.0,100,2,11,12,52,35,11,100,Satisfactory,32.666666666666664,0.39622641509433965,High,Low,Low,Low,Medium,Low,Low,West,CO
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",04-09-2025 08:00:00,19.063,73.1209,39.0,4.0,32.0,45.0,44.0,31.0,2.0,289,1,40,45,44,51,2,289,Poor,45.0,0.6888888888888889,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",04-09-2025 08:00:00,19.265594,76.761463,11.0,3.0,3.0,10.0,54.0,32.0,9.0,51,1,4,10,54,53,11,54,Satisfactory,37.0,0.5818181818181818,High,Low,Low,Low,Medium,Medium,Low,West,PM10
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",04-09-2025 08:00:00,18.63673,73.82487,8.0,3.0,21.0,20.0,70.0,28.0,2.0,40,1,26,20,70,47,2,70,Satisfactory,47.666666666666664,0.39436619718309857,High,Low,Low,Low,Medium,Medium,Low,West,PM10
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",04-09-2025 08:00:00,18.59051,73.77946,13.0,4.0,13.0,9.0,54.0,36.0,2.0,62,1,16,9,54,59,2,62,Satisfactory,43.0,0.6545454545454545,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",04-09-2025 08:00:00,18.614767,73.799516,53.0,3.0,27.0,11.0,61.0,32.0,9.0,412,1,34,11,61,53,11,412,Severe,49.333333333333336,0.5161290322580645,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",04-09-2025 08:00:00,18.616318,73.765797,27.0,2.0,13.0,7.0,67.0,34.0,3.0,167,0,16,7,67,56,4,167,Moderate,46.333333333333336,0.5,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Pune,"Bhosari, Pune - IITM",04-09-2025 08:00:00,18.640051,73.848956,22.0,3.0,19.0,17.0,49.0,26.0,9.0,112,1,24,17,49,43,11,112,Moderate,38.666666666666664,0.52,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",04-09-2025 08:00:00,18.60577,73.749976,28.0,3.0,8.0,60.0,58.0,31.0,9.0,178,1,10,60,58,51,11,178,Moderate,39.666666666666664,0.5254237288135594,High,Low,Low,Medium,Medium,Medium,Low,West,CO
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM",04-09-2025 08:00:00,18.459883,73.852193,22.0,3.0,15.0,1.0,23.0,17.0,9.0,112,1,19,1,23,28,11,112,Moderate,23.333333333333332,0.7083333333333334,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",04-09-2025 08:00:00,18.57304,73.927715,90.0,3.0,15.0,18.0,43.0,30.0,9.0,500,1,19,18,43,50,11,500,Severe,37.333333333333336,0.6818181818181818,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",04-09-2025 08:00:00,18.536457,73.805454,22.0,3.0,28.0,9.0,58.0,43.0,9.0,112,1,35,9,58,71,11,112,Moderate,54.666666666666664,0.7288135593220338,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",04-09-2025 08:00:00,18.547056,73.826908,12.0,3.0,15.0,15.0,72.0,51.0,2.0,56,1,19,15,72,85,2,85,Satisfactory,58.666666666666664,0.6986301369863014,High,Low,Low,Low,Medium,High,Low,West,PM2.5
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM",04-09-2025 08:00:00,18.664282,73.763966,76.0,3.0,25.0,22.0,65.0,38.0,9.0,476,1,31,22,65,63,11,476,Severe,53.0,0.5757575757575758,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",04-09-2025 08:00:00,16.5038,74.3623,15.0,2.0,6.0,10.0,45.0,19.0,6.0,73,0,8,10,45,32,8,73,Satisfactory,28.333333333333332,0.41304347826086957,High,Low,Low,Low,Low,Low,Low,West,CO
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",04-09-2025 08:00:00,17.6336264,75.9132495,7.0,7.0,4.0,10.0,54.0,24.0,2.0,35,2,5,10,54,40,2,54,Satisfactory,33.0,0.43636363636363634,High,Low,Low,Low,Medium,Low,Low,West,PM10
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",04-09-2025 08:00:00,17.65439,75.90649,13.0,3.0,16.0,13.0,39.0,31.0,2.0,62,1,20,13,39,51,2,62,Satisfactory,36.666666666666664,0.775,High,Low,Low,Low,Low,Medium,Low,West,CO
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",04-09-2025 08:00:00,19.26777,72.97182,21.0,2.0,12.0,6.0,54.0,25.0,9.0,101,0,15,6,54,42,11,101,Moderate,37.0,0.45454545454545453,High,Low,Low,Low,Medium,Low,Low,West,CO
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",04-09-2025 08:00:00,19.222279,72.957979,57.0,2.0,4.0,9.0,60.0,30.0,4.0,434,0,5,9,60,50,5,434,Severe,38.333333333333336,0.4918032786885246,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",04-09-2025 08:00:00,19.235581,73.159121,31.0,6.0,40.0,14.0,65.0,48.0,14.0,201,2,50,14,65,80,18,201,Poor,65.0,0.7272727272727273,High,Low,Low,Low,Medium,Medium,Low,West,CO
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",04-09-2025 08:00:00,19.445821,72.7988231,18.0,3.0,10.0,20.0,40.0,22.0,4.0,89,1,12,20,40,37,5,89,Satisfactory,29.666666666666668,0.5365853658536586,High,Low,Low,Low,Low,Low,Low,West,CO
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",04-09-2025 08:00:00,20.832874,85.104082,60.0,3.0,8.0,5.0,41.0,45.0,10.0,450,1,10,5,41,75,12,450,Severe,42.0,1.0714285714285714,High,Low,Low,Low,Low,Medium,Low,East,CO
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",04-09-2025 08:00:00,21.51161,86.89088,33.0,3.0,9.0,20.0,17.0,17.0,5.0,223,1,11,20,17,28,6,223,Poor,18.666666666666668,0.9444444444444444,High,Low,Low,Low,Low,Low,Low,East,CO
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB",04-09-2025 08:00:00,22.1166054,85.3945546,25.0,3.0,7.0,29.0,17.0,11.0,12.0,145,1,9,29,17,18,15,145,Moderate,14.666666666666666,0.6111111111111112,High,Low,Low,Low,Low,Low,Low,East,CO
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",04-09-2025 08:00:00,20.24079,85.836784,25.0,3.0,15.0,28.0,43.0,30.0,9.0,145,1,19,28,43,50,11,145,Moderate,37.333333333333336,0.6818181818181818,High,Low,Low,Low,Low,Medium,Low,East,CO
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",04-09-2025 08:00:00,22.06156703,85.47409613,35.0,4.0,6.0,12.0,28.0,18.0,5.0,245,1,8,12,28,30,6,245,Poor,22.0,0.6206896551724138,High,Low,Low,Low,Low,Low,Low,East,CO
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",04-09-2025 08:00:00,21.8004996,83.8396977,74.0,9.0,22.0,25.0,15.0,11.0,16.0,473,2,28,25,15,18,20,473,Severe,20.333333333333332,0.6875,High,Low,Low,Low,Low,Low,Low,East,CO
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",04-09-2025 08:00:00,20.94185,86.1151,21.0,1.0,19.0,21.0,43.0,30.0,4.0,101,0,24,21,43,50,5,101,Moderate,39.0,0.6818181818181818,High,Low,Low,Low,Low,Medium,Low,East,CO
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",04-09-2025 08:00:00,20.48891,85.84768,44.0,3.0,13.0,13.0,17.0,15.0,4.0,334,1,16,13,17,25,5,334,Very Poor,19.333333333333332,0.8333333333333334,High,Low,Low,Low,Low,Low,Low,East,CO
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",04-09-2025 08:00:00,21.6439,85.599355,42.0,11.0,18.0,18.0,35.0,24.0,5.0,312,3,22,18,35,40,6,312,Very Poor,32.333333333333336,0.6666666666666666,High,Low,Low,Low,Low,Low,Low,East,CO
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",04-09-2025 08:00:00,21.847279,85.416905,14.0,6.0,26.0,20.0,21.0,17.0,4.0,67,2,32,20,21,28,5,67,Satisfactory,27.0,0.7727272727272727,High,Low,Low,Low,Low,Low,Low,East,CO
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",04-09-2025 08:00:00,22.265816,86.174829,22.0,3.0,19.0,21.0,30.0,31.0,7.0,112,1,24,21,30,51,9,112,Moderate,35.0,1.0,High,Low,Low,Low,Low,Medium,Low,East,CO
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB",04-09-2025 08:00:00,22.18972222,84.86277778,23.0,3.0,11.0,15.0,60.0,61.0,9.0,123,1,14,15,60,101,11,123,Moderate,58.333333333333336,1.0,High,Low,Low,Low,Medium,High,Low,East,CO
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",04-09-2025 08:00:00,22.220833,84.809444,28.0,4.0,17.0,7.0,16.0,5.0,5.0,178,1,21,7,16,8,6,178,Moderate,15.0,0.29411764705882354,High,Low,Low,Low,Low,Low,Low,East,CO
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB",04-09-2025 08:00:00,21.606865,85.510538,29.0,6.0,13.0,8.0,27.0,20.0,21.0,189,2,16,8,27,33,26,189,Moderate,25.333333333333332,0.7142857142857143,High,Low,Low,Low,Low,Low,Low,East,CO
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",04-09-2025 08:00:00,21.869985,85.167016,30.0,3.0,15.0,17.0,34.0,30.0,19.0,200,1,19,17,34,50,24,200,Moderate,34.333333333333336,0.8571428571428571,High,Low,Low,Low,Low,Medium,Low,East,CO
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",04-09-2025 08:00:00,31.62,74.876512,44.0,4.0,10.0,32.0,44.0,41.0,16.0,334,1,12,32,44,68,20,334,Very Poor,41.333333333333336,0.9111111111111111,High,Low,Low,Low,Low,Medium,Low,North,CO
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",04-09-2025 08:00:00,30.233011,74.907758,23.0,3.0,44.0,15.0,42.0,14.0,12.0,123,1,55,15,42,23,15,123,Moderate,40.0,0.32558139534883723,High,Low,Medium,Low,Low,Low,Low,North,CO
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",04-09-2025 08:00:00,31.321907,75.578914,34.0,4.0,32.0,43.0,49.0,37.0,15.0,234,1,40,43,49,61,19,234,Poor,50.0,0.74,High,Low,Low,Low,Low,Medium,Low,North,CO
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",04-09-2025 08:00:00,30.736056,76.209694,22.0,7.0,28.0,31.0,26.0,20.0,6.0,112,2,35,31,26,33,8,112,Moderate,31.333333333333332,0.7407407407407407,High,Low,Low,Low,Low,Low,Low,North,CO
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",04-09-2025 08:00:00,30.9028,75.8086,33.0,3.0,15.0,22.0,52.0,44.0,6.0,223,1,19,22,52,73,8,223,Poor,48.0,0.8301886792452831,High,Low,Low,Low,Medium,Medium,Low,North,CO
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",04-09-2025 08:00:00,30.649961,76.331442,55.0,6.0,24.0,49.0,39.0,24.0,18.0,423,2,30,49,39,40,22,423,Severe,36.333333333333336,0.6,High,Low,Low,Low,Low,Low,Low,North,CO
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",04-09-2025 08:00:00,31.0325454,76.5623046,11.0,3.0,4.0,15.0,34.0,31.0,8.0,51,1,5,15,34,51,10,51,Satisfactory,30.0,0.8857142857142857,High,Low,Low,Low,Low,Medium,Low,North,CO
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",04-09-2025 08:00:00,26.470859,74.646594,16.0,13.0,40.0,11.0,85.0,64.0,10.0,78,3,50,11,85,111,12,111,Moderate,82.0,0.7441860465116279,High,Low,Low,Low,Medium,High,Low,North,PM2.5
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",04-09-2025 08:00:00,27.554793,76.611536,53.0,10.0,87.0,20.0,35.0,32.0,32.0,412,2,107,20,35,53,40,412,Severe,65.0,0.8888888888888888,High,Low,High,Low,Low,Medium,Low,North,CO
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",04-09-2025 08:00:00,25.106006,76.469948,20.0,2.0,3.0,38.0,11.0,5.0,4.0,100,0,4,38,11,8,5,100,Satisfactory,7.666666666666667,0.4166666666666667,High,Low,Low,Low,Low,Low,Low,North,CO
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",04-09-2025 08:00:00,25.747299,71.393989,14.0,3.0,10.0,62.0,109.0,35.0,5.0,67,1,12,62,106,58,6,106,Moderate,58.666666666666664,0.3181818181818182,High,Low,Low,Medium,High,Medium,Low,North,PM10
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",04-09-2025 08:00:00,27.215415,77.50873,18.0,3.0,12.0,15.0,15.0,7.0,4.0,89,1,15,15,15,12,5,89,Satisfactory,14.0,0.4375,High,Low,Low,Low,Low,Low,Low,North,CO
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",04-09-2025 08:00:00,25.339605,74.618883,12.0,1.0,16.0,9.0,57.0,31.0,13.0,56,0,20,9,57,51,16,57,Satisfactory,42.666666666666664,0.5344827586206896,High,Low,Low,Low,Medium,Medium,Low,North,PM10
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",04-09-2025 08:00:00,28.194909,76.862296,35.0,5.0,14.0,7.0,60.0,75.0,9.0,245,1,18,7,60,149,11,245,Poor,75.66666666666667,1.2295081967213115,High,Low,Low,Low,Medium,High,Low,North,CO
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",04-09-2025 08:00:00,28.207266,76.829265,32.0,3.0,25.0,11.0,68.0,31.0,6.0,212,1,31,11,68,51,8,212,Poor,50.0,0.4492753623188406,High,Low,Low,Low,Medium,Medium,Low,North,CO
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",04-09-2025 08:00:00,28.018792,73.292658,16.0,4.0,16.0,11.0,97.0,33.0,1.0,78,1,20,11,97,54,1,97,Satisfactory,57.0,0.336734693877551,High,Low,Low,Low,Medium,Medium,Low,North,PM10
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",04-09-2025 08:00:00,25.435774,75.644272,21.0,2.0,7.0,24.0,12.0,7.0,5.0,101,0,9,24,12,12,6,101,Moderate,11.0,0.5384615384615384,High,Low,Low,Low,Low,Low,Low,North,CO
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",04-09-2025 08:00:00,24.892047,74.623527,7.0,4.0,15.0,39.0,48.0,28.0,9.0,35,1,19,39,48,47,11,48,Good,38.0,0.5714285714285714,High,Low,Low,Low,Low,Medium,Low,North,PM10
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",04-09-2025 08:00:00,28.296139,74.961696,12.0,4.0,8.0,9.0,52.0,29.0,4.0,56,1,10,9,52,48,5,56,Satisfactory,36.666666666666664,0.5471698113207547,High,Low,Low,Low,Medium,Medium,Low,North,CO
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",04-09-2025 08:00:00,26.895552,76.334753,18.0,7.0,9.0,20.0,12.0,7.0,5.0,89,2,11,20,12,12,6,89,Satisfactory,11.666666666666666,0.5384615384615384,High,Low,Low,Low,Low,Low,Low,North,CO
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",04-09-2025 08:00:00,26.699557,77.898881,19.0,2.0,10.0,7.0,43.0,30.0,4.0,95,0,12,7,43,50,5,95,Satisfactory,35.0,0.6818181818181818,High,Low,Low,Low,Low,Medium,Low,North,CO
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",04-09-2025 08:00:00,23.837789,73.714926,19.0,3.0,5.0,15.0,35.0,24.0,5.0,95,1,6,15,35,40,6,95,Satisfactory,27.0,0.6666666666666666,High,Low,Low,Low,Low,Low,Low,North,CO
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",04-09-2025 08:00:00,29.61075,74.283608,11.0,5.0,75.0,15.0,41.0,30.0,3.0,51,1,94,15,41,50,4,94,Satisfactory,61.666666666666664,0.7142857142857143,High,Low,Medium,Low,Low,Medium,Low,North,NO2
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",04-09-2025 08:00:00,26.902909,75.836858,41.0,3.0,27.0,28.0,42.0,34.0,22.0,301,1,34,28,42,56,28,301,Very Poor,44.0,0.7906976744186046,High,Low,Low,Low,Low,Medium,Low,North,CO
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",04-09-2025 08:00:00,26.843698,75.766894,15.0,7.0,9.0,35.0,37.0,25.0,2.0,73,2,11,35,37,42,2,73,Satisfactory,30.0,0.6578947368421053,High,Low,Low,Low,Low,Low,Low,North,CO
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",04-09-2025 08:00:00,26.9164092,75.7994901,41.0,9.0,96.0,13.0,57.0,47.0,12.0,301,2,116,13,57,78,15,301,Very Poor,83.66666666666667,0.8103448275862069,High,Low,High,Low,Medium,Medium,Low,North,CO
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",04-09-2025 08:00:00,26.786682,75.827928,16.0,2.0,12.0,9.0,36.0,45.0,7.0,78,0,15,9,36,75,9,78,Satisfactory,42.0,1.2162162162162162,High,Low,Low,Low,Low,Medium,Low,North,CO
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",04-09-2025 08:00:00,26.960669,75.771817,12.0,3.0,19.0,13.0,31.0,20.0,6.0,56,1,24,13,31,33,8,56,Satisfactory,29.333333333333332,0.625,High,Low,Low,Low,Low,Low,Low,North,CO
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",04-09-2025 08:00:00,26.9502929,75.730943,96.0,6.0,21.0,18.0,47.0,40.0,22.0,500,2,26,18,47,66,28,500,Severe,46.333333333333336,0.8333333333333334,High,Low,Low,Low,Low,Medium,Low,North,CO
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",04-09-2025 08:00:00,26.912329,70.909168,10.0,4.0,10.0,46.0,116.0,37.0,4.0,50,1,12,46,111,61,5,111,Moderate,61.333333333333336,0.3162393162393162,High,Low,Low,Low,High,Medium,Low,North,PM10
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",04-09-2025 08:00:00,25.344694,72.626208,13.0,4.0,13.0,39.0,65.0,25.0,1.0,62,1,16,39,65,42,1,65,Satisfactory,41.0,0.3787878787878788,High,Low,Low,Low,Medium,Low,Low,North,PM10
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",04-09-2025 08:00:00,24.588397,76.172782,20.0,2.0,30.0,33.0,29.0,22.0,8.0,100,0,38,33,29,37,10,100,Satisfactory,34.666666666666664,0.7333333333333333,High,Low,Low,Low,Low,Low,Low,North,CO
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",04-09-2025 08:00:00,28.108988,75.386577,19.0,4.0,16.0,13.0,56.0,36.0,1.0,95,1,20,13,56,59,1,95,Satisfactory,45.0,0.631578947368421,High,Low,Low,Low,Medium,Medium,Low,North,CO
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",04-09-2025 08:00:00,26.268249,73.0193853,28.0,3.0,18.0,16.0,67.0,52.0,7.0,178,1,22,16,67,86,9,178,Moderate,58.333333333333336,0.7647058823529411,High,Low,Low,Low,Medium,High,Low,North,CO
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",04-09-2025 08:00:00,26.29581,73.082283,21.0,3.0,12.0,7.0,61.0,26.0,3.0,101,1,15,7,61,43,4,101,Moderate,39.666666666666664,0.41935483870967744,High,Low,Low,Low,Medium,Medium,Low,North,CO
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",04-09-2025 08:00:00,26.215415,73.070156,18.0,9.0,11.0,12.0,52.0,29.0,4.0,89,2,14,12,52,48,5,89,Satisfactory,38.0,0.5471698113207547,High,Low,Low,Low,Medium,Medium,Low,North,CO
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",04-09-2025 08:00:00,26.358805,73.047444,12.0,3.0,17.0,24.0,57.0,35.0,3.0,56,1,21,24,57,58,4,58,Satisfactory,45.333333333333336,0.603448275862069,High,Low,Low,Low,Medium,Medium,Low,North,PM2.5
